name,city,state_region,country,address,phone,rating,review_count,latitude,longitude,keyword,scraped_date,website
First Rate Roofing Services,Spokane,Washington,USA," 4309 E Joseph Ave, Spokane, WA 99217", (509) 842-6611,5,,47.6991467,-117.3692053,emergency roof repair near me,2026-06-23,http://www.firstrateroofingservices.com
Advance Roofing LLC,Spokane,Washington,USA," 9505 N Division St #212, Spokane, WA 99218", (509) 201-4190,4.8,,47.7441435,-117.5645734,metal roof repair near me,2026-06-23,https://advanceroofingllc.com
Rapid Response Restoration,Spokane,Washington,USA," 5070 E Seltice Way Ste B, Post Falls, ID 83854", (208) 340-9945,4.9,,47.705531,-117.0325623,leaking roof repair near me,2026-06-23,https://callrapidresto.com
"Roof Maxx of S Tacoma, WA",Tacoma,Washington,USA," 728 Pacific Ave Suite 300 D, Tacoma, WA 98402", (253) 242-8720,5,,47.2562322,-123.6592002,roof repair near me,2026-06-23,https://roofmaxx.com
Mears Roofing LLC,Tacoma,Washington,USA," 7224 46th Ave E, Tacoma, WA 98443", (253) 236-2136,4.9,,47.3506795,-122.1345229,roofing repair near me,2026-06-23,http://www.mearsroofs.com
The Roof Doctor,Tacoma,Washington,USA," 5620 S Adams St, Tacoma, WA 98409", (253) 528-3514,4.4,,47.3506795,-122.0521746,emergency roof repair near me,2026-06-23,https://www.theroofdoctor.com
Tacoma Roof Repair,Tacoma,Washington,USA,"Tacoma, 98405", (253) 201-6298,4.9,,47.3506795,-122.1345229,roof leak repair near me,2026-06-23,https://www.theroofdoctor.com
Probuild Construction,Tacoma,Washington,USA," 11102 25th Ave E Suite C, Tacoma, WA 98445", (425) 495-1933,4.8,,47.156156,-123.6161404,commercial roof repair near me,2026-06-23,https://probuildwa.com
Mountaintop Metal Roofing,Tacoma,Washington,USA," 1201 Pacific Ave 6th Floor, Tacoma, WA 98402", (253) 242-2369,5,,47.2521782,-123.6569555,metal roof repair near me,2026-06-23,https://www.mountaintopmetalroofing.com
Matrix Roof & Home,Vancouver,Washington,USA," 8100 NE St Johns Rd A-104, Vancouver, WA 98665", (360) 474-5828,4.9,,45.69158,-122.6254763,roof repair near me,2026-06-23,https://matrixroof.com
Northwest Roof Maintenance Inc.,Vancouver,Washington,USA," 13023 NE Hwy 99 Ste 7 Unit #286, Vancouver, WA 98686", (360) 803-7323,4.9,,45.7060889,-122.6006491,emergency roof repair near me,2026-06-23,https://northwestroof.com
Axiom Design Build,Bellevue,Washington,USA," 5424 Ballard Ave NW #204, Seattle, WA 98107", (206) 283-9535,4.1,,47.668324,-123.6051314,roofing repair near me,2026-06-23,https://axiomdesignbuild.com
Skyline Builders WA,Bellevue,Washington,USA," 10485 NE 6th St, Bellevue, WA 98004", (425) 999-9573,4.9,,47.615459,-123.4200024,leaking roof repair near me,2026-06-23,https://skylinebuilderswa.com
Grace Roof & Gutter Cleaning,Kirkland,Washington,USA," 1801 94th St SW, Everett, WA 98204", (425) 327-6871,4.7,,47.69167,-121.9729016,roofing repair near me,2026-06-23,https://www.gutterandroofclean.com
Rainstoppers Roofing,Charleston,West Virginia,USA," 232 Capitol St Ste 22, Charleston, WV 25301", (304) 486-3506,4.9,,38.223722,-81.6285735,roof repair near me,2026-06-23,https://rainstoppersroofing.com
Almost Heaven Roofing,Charleston,West Virginia,USA," 2885 Sissonville Dr, Charleston, WV 25312", (304) 993-3503,4.9,,38.223722,-81.5619075,flat roof repair near me,2026-06-23,http://www.almostheavenbuilding.com
Maycon Construction Services,Huntington,West Virginia,USA," 1005 8th Ave, Huntington, WV 25701", (304) 208-8978,4.6,,38.4151618,-82.7450671,roof repair near me,2026-06-23,https://www.callmaycon.com
Monarch Roofing and Construction,Huntington,West Virginia,USA," 2003 Washington Blvd, Huntington, WV 25701", (304) 673-0550,,,38.4075145,-82.2843621,roofing repair near me,2026-06-23,http://www.monarch-wv.com
Cardinal Roofing,Huntington,West Virginia,USA," 3444 US-60, Huntington, WV 25705", (304) 607-4064,4.7,,38.4112817,-82.9822788,emergency roof repair near me,2026-06-23,https://cardinalroofingwv.com
Ultimate Roofing LLC,Morgantown,West Virginia,USA," 2300 Smithtown Rd, Morgantown, WV 26508", (304) 244-4398,4.8,,39.6401995,-79.9715525,roof repair near me,2026-06-23,https://getultimateroofing.com
Elite Roofing-Morgantown,Morgantown,West Virginia,USA," 3456 University Ave, Morgantown, WV 26505", (304) 989-4792,4.9,,39.6401995,-79.9715525,roofing repair near me,2026-06-23,http://www.eliteroofingwv.com
Rainstoppers Roofing,Parkersburg,West Virginia,USA," 3501 Emerson Ave, Parkersburg, WV 26104", (304) 913-3466,4.9,,39.2878852,-83.9719979,roof repair near me,2026-06-23,https://rainstoppersroofing.com
Rainstoppers Roofing,Parkersburg,West Virginia,USA,"3501 Emerson Ave, Parkersburg, WV 26104, United States",(304) 913-3466,4.9,,38.9635576,-81.284532,emergency roof repair near me,2026-06-23,https://rainstoppersroofing.com
Gribble Roofing Company,Parkersburg,West Virginia,USA," 1512 Gihon Rd, Parkersburg, WV 26101, United States",(304) 834-3960,4.7,,38.9391515,-81.2082625,commercial roof repair near me,2026-06-23,https://gribbleroofing.com
Hardt Roofing,Parkersburg,West Virginia,USA," 248 Viscose St, Parkersburg, WV 26101", (304) 916-5936,4.7,,39.1321849,-81.5624299,metal roof repair near me,2026-06-23,http://www.hardtroofing.com
Brad's D&S Roofing,Wheeling,West Virginia,USA," 144 Edgington Ln, Wheeling, WV 26003", (304) 559-1400,4.9,,40.078861,-81.8980995,roof repair near me,2026-06-23,http://dandsabovetherest.com
Brad's D&S Roofing,Wheeling,West Virginia,USA,"144 Edgington Ln, Wheeling, WV 26003, United States", (304) 559-1400,4.9,,39.3604842,-79.7172749,emergency roof repair near me,2026-06-23,http://dandsabovetherest.com
Milwaukee Roof repairs,Milwaukee,Wisconsin,USA," 10501 W Greenfield Ave, West Allis, WI 53214", (414) 800-2650,5,,43.2149599,-88.1945449,roof repair near me,2026-06-23,https://milwaukeeroofing.com
CentiMark Corporation,Milwaukee,Wisconsin,USA," 4960 S 2nd St, Milwaukee, WI 53207", (414) 831-2500,3.6,,43.2149599,-88.1945449,commercial roof repair near me,2026-06-23,https://www.centimark.com
Roofed Right America LLC,Milwaukee,Wisconsin,USA," 429 W Boden St, Milwaukee, WI 53207", (414) 769-0100,4.8,,43.2149599,-88.1945449,flat roof repair near me,2026-06-23,https://www.roofedright.com
Community Roofing & Restoration,Milwaukee,Wisconsin,USA," 1776 N Water St, Milwaukee, WI 53202", (414) 206-1678,4.8,,43.0564516,-88.0105616,roof repair companies near me,2026-06-23,https://www.communityroofingandrestoration.com
The Gardner Company,Madison,Wisconsin,USA," 2691 County Trunk Hwy V, Sun Prairie, WI 53590", (608) 834-8348,4.6,,43.267408,-89.3626033,roof repair near me,2026-06-23,https://www.thegardnerco.com
The Gardner Company,Madison,Wisconsin,USA,"2691 County Trunk Hwy V, Sun Prairie, WI 53590, United States", (608) 834-8348,4.6,,43.0772572,-89.3891721,roofing repair near me,2026-06-23,https://www.thegardnerco.com
A-Team Construction,Madison,Wisconsin,USA," 3119 E Washington Ave, Madison, WI 53704", (608) 237-8680,4.8,,43.0705396,-89.4052397,commercial roof repair near me,2026-06-23,https://ateamunlimited.com
H AND S Roofing LLC,Green Bay,Wisconsin,USA," 1911 E Allouez Ave, Green Bay, WI 54311", (920) 406-9600,5,,44.4932264,-87.8377665,roof repair near me,2026-06-23,http://handsroofing.com
H AND S Roofing LLC,Green Bay,Wisconsin,USA," 1911 E Allouez Ave, Green Bay, WI 54311, United States",(920) 406-9600,5,,44.4932264,-87.8377665,roofing repair near me,2026-06-23,http://handsroofing.com
Green Bay Roofing,Green Bay,Wisconsin,USA," 2660 Packerland Dr, Green Bay, WI 54313", (920) 518-1879,5,,44.4932264,-87.8377665,commercial roof repair near me,2026-06-23,http://gbroof.com
Dick's Roof Repair Service,Kenosha,Wisconsin,USA," 3008 75th St, Kenosha, WI 53142", (262) 654-6644,4.5,,42.8668195,-87.9221305,roof repair near me,2026-06-23,https://www.dicksroofing.com
Xtreme Roofing & Home Repair,Kenosha,Wisconsin,USA," 2324 54th St, Kenosha, WI 53140", (262) 705-9172,4.8,,42.8668195,-87.9221305,roofing repair near me,2026-06-23,http://www.xtremeroofingkenosha.com
Racine Roofing Contractors LLC,Racine,Wisconsin,USA," 1220 Mound Ave Unit 200, Racine, WI 53404", (262) 533-2125,4.6,,42.843346,-88.2258935,roof repair near me,2026-06-23,http://www.racineroofingandremodeling.com
Racine Roofing and Remodeling,Racine,Wisconsin,USA," 24 Hammes Dr, Racine, WI 53406", (262) 930-6677,4.7,,42.843346,-88.2258935,roofing repair near me,2026-06-23,http://www.racineroofingandremodeling.com
D & D Roofing,Racine,Wisconsin,USA," 4849 Charles St, Racine, WI 53402", (262) 989-2257,4,,42.843346,-88.2258935,leaking roof repair near me,2026-06-23,https://www.roofsracine.com
Appleton Roofing Solutions,Appleton,Wisconsin,USA," 532 W College Ave #107, Appleton, WI 54911", (920) 816-1048,5,,44.2658316,-88.3906265,roof repair near me,2026-06-23,https://appletonroofingsolutions.com
"Security-Luebke Roofing, Inc.",Appleton,Wisconsin,USA," 3921 E Endeavor Dr, Appleton, WI 54915", (920) 766-3464,4.7,,43.981591,-88.378903,emergency roof repair near me,2026-06-23,https://securityluebkeroofing.com
Warner Commercial Roofing,Appleton,Wisconsin,USA," 1006 S Lawe St, Appleton, WI 54915", (920) 249-4857,4.7,,44.2570639,-88.4159495,commercial roof repair near me,2026-06-23,https://warnercommercialroofing.com
